Serial_Num,Season,Name,ISO_time,Latitude_for_mapping,Longitude_for_mapping
1995154N17276,1995,ALLISON,1995/6/3 0:00,17.4,-84.3
1995154N17276,1995,ALLISON,1995/6/3 6:00,18.3,-84.9
1995154N17276,1995,ALLISON,1995/6/3 12:00,19.3,-85.7
1995154N17276,1995,ALLISON,1995/6/3 18:00,20.6,-85.8
1995154N17276,1995,ALLISON,1995/6/4 0:00,22,-86
1995154N17276,1995,ALLISON,1995/6/4 6:00,23.3,-86.3
1995154N17276,1995,ALLISON,1995/6/4 12:00,24.7,-86.2
1995154N17276,1995,ALLISON,1995/6/4 18:00,26.2,-86.2
1995154N17276,1995,ALLISON,1995/6/5 0:00,27.6,-86.1
1995154N17276,1995,ALLISON,1995/6/5 6:00,28.5,-85.6
1995154N17276,1995,ALLISON,1995/6/5 12:00,29.6,-84.7
1995154N17276,1995,ALLISON,1995/6/5 14:00,29.9,-84.4
1995154N17276,1995,ALLISON,1995/6/5 15:00,30.1,-84.2
1995154N17276,1995,ALLISON,1995/6/5 18:00,30.7,-83.8
1995154N17276,1995,ALLISON,1995/6/6 0:00,31.8,-82.8
1995154N17276,1995,ALLISON,1995/6/6 6:00,32.7,-81.5
1995154N17276,1995,ALLISON,1995/6/6 12:00,33.6,-80
1995154N17276,1995,ALLISON,1995/6/6 18:00,34.5,-78.1
1995154N17276,1995,ALLISON,1995/6/7 0:00,35.6,-75.9
1995154N17276,1995,ALLISON,1995/6/7 6:00,37.1,-73.6
1995154N17276,1995,ALLISON,1995/6/7 12:00,38.5,-71
1995154N17276,1995,ALLISON,1995/6/7 18:00,39.8,-69.2
1995154N17276,1995,ALLISON,1995/6/8 0:00,41,-67.7
1995154N17276,1995,ALLISON,1995/6/8 6:00,42.4,-66
1995154N17276,1995,ALLISON,1995/6/8 12:00,43.8,-63.7
1995154N17276,1995,ALLISON,1995/6/8 18:00,45.2,-61.2
1995154N17276,1995,ALLISON,1995/6/9 0:00,46.5,-58.5
1995154N17276,1995,ALLISON,1995/6/9 6:00,48.1,-55.9
1995154N17276,1995,ALLISON,1995/6/9 12:00,50,-53
1995154N17276,1995,ALLISON,1995/6/9 18:00,53,-52
1995154N17276,1995,ALLISON,1995/6/10 0:00,57,-52
1995154N17276,1995,ALLISON,1995/6/10 6:00,60,-52
1995154N17276,1995,ALLISON,1995/6/10 12:00,62,-53
1995154N17276,1995,ALLISON,1995/6/10 18:00,64,-55
1995154N17276,1995,ALLISON,1995/6/11 0:00,65,-56
1995186N32288,1995,BARRY,1995/7/5 6:00,32,-72
1995186N32288,1995,BARRY,1995/7/5 12:00,32,-72
1995186N32288,1995,BARRY,1995/7/5 18:00,31.9,-72
1995186N32288,1995,BARRY,1995/7/6 0:00,31.8,-72
1995186N32288,1995,BARRY,1995/7/6 6:00,31.7,-71.9
1995186N32288,1995,BARRY,1995/7/6 12:00,31.5,-71.7
1995186N32288,1995,BARRY,1995/7/6 18:00,31.3,-71.6
1995186N32288,1995,BARRY,1995/7/7 0:00,31.3,-71.3
1995186N32288,1995,BARRY,1995/7/7 6:00,31.6,-71
1995186N32288,1995,BARRY,1995/7/7 12:00,32.2,-70.6
1995186N32288,1995,BARRY,1995/7/7 18:00,33.2,-70.2
1995186N32288,1995,BARRY,1995/7/7 21:00,33.6,-69.9
1995186N32288,1995,BARRY,1995/7/8 0:00,34,-69.6
1995186N32288,1995,BARRY,1995/7/8 6:00,34.9,-68.9
1995186N32288,1995,BARRY,1995/7/8 12:00,35.9,-68.2
1995186N32288,1995,BARRY,1995/7/8 18:00,37.2,-67.2
1995186N32288,1995,BARRY,1995/7/9 0:00,38.7,-66
1995186N32288,1995,BARRY,1995/7/9 6:00,40.5,-64.6
1995186N32288,1995,BARRY,1995/7/9 12:00,42.3,-63.1
1995186N32288,1995,BARRY,1995/7/9 18:00,44.3,-61.7
1995186N32288,1995,BARRY,1995/7/9 21:30,45.3,-61
1995186N32288,1995,BARRY,1995/7/9 22:00,45.6,-60.8
1995186N32288,1995,BARRY,1995/7/10 0:00,46.4,-60.5
1995186N32288,1995,BARRY,1995/7/10 6:00,48.5,-59.2
1995193N17305,1995,CHANTAL,1995/7/12 0:00,17.1,-54.9
1995193N17305,1995,CHANTAL,1995/7/12 6:00,17.5,-56.5
1995193N17305,1995,CHANTAL,1995/7/12 12:00,18.1,-58.3
1995193N17305,1995,CHANTAL,1995/7/12 18:00,18.7,-59.9
1995193N17305,1995,CHANTAL,1995/7/13 0:00,19.2,-61
1995193N17305,1995,CHANTAL,1995/7/13 6:00,19.6,-61.9
1995193N17305,1995,CHANTAL,1995/7/13 12:00,20.1,-62.7
1995193N17305,1995,CHANTAL,1995/7/13 18:00,20.6,-63.6
1995193N17305,1995,CHANTAL,1995/7/14 0:00,21.1,-64.4
1995193N17305,1995,CHANTAL,1995/7/14 6:00,21.1,-64.9
1995193N17305,1995,CHANTAL,1995/7/14 12:00,21.1,-65.2
1995193N17305,1995,CHANTAL,1995/7/14 18:00,21.3,-65.5
1995193N17305,1995,CHANTAL,1995/7/15 0:00,21.8,-66
1995193N17305,1995,CHANTAL,1995/7/15 6:00,22.3,-66.7
1995193N17305,1995,CHANTAL,1995/7/15 12:00,22.7,-67.5
1995193N17305,1995,CHANTAL,1995/7/15 18:00,23.2,-67.9
1995193N17305,1995,CHANTAL,1995/7/16 0:00,23.7,-68.2
1995193N17305,1995,CHANTAL,1995/7/16 6:00,24.5,-68.4
1995193N17305,1995,CHANTAL,1995/7/16 12:00,25.3,-68.8
1995193N17305,1995,CHANTAL,1995/7/16 18:00,26.2,-69.1
1995193N17305,1995,CHANTAL,1995/7/17 0:00,27.2,-69.4
1995193N17305,1995,CHANTAL,1995/7/17 6:00,28.2,-69.6
1995193N17305,1995,CHANTAL,1995/7/17 12:00,29.3,-69.8
1995193N17305,1995,CHANTAL,1995/7/17 18:00,30.5,-69.8
1995193N17305,1995,CHANTAL,1995/7/18 0:00,31.6,-69.7
1995193N17305,1995,CHANTAL,1995/7/18 6:00,32.6,-69
1995193N17305,1995,CHANTAL,1995/7/18 12:00,33.6,-68.1
1995193N17305,1995,CHANTAL,1995/7/18 18:00,34.6,-67.3
1995193N17305,1995,CHANTAL,1995/7/19 0:00,35.4,-65.8
1995193N17305,1995,CHANTAL,1995/7/19 6:00,36.2,-64.1
1995193N17305,1995,CHANTAL,1995/7/19 12:00,37.1,-62.4
1995193N17305,1995,CHANTAL,1995/7/19 18:00,38.2,-60.2
1995193N17305,1995,CHANTAL,1995/7/20 0:00,39.5,-57.6
1995193N17305,1995,CHANTAL,1995/7/20 6:00,41.1,-54.7
1995193N17305,1995,CHANTAL,1995/7/20 12:00,43,-51.7
1995193N17305,1995,CHANTAL,1995/7/20 18:00,45.4,-48.8
1995193N17305,1995,CHANTAL,1995/7/21 0:00,47.7,-45.2
1995193N17305,1995,CHANTAL,1995/7/21 6:00,49.7,-41.6
1995193N17305,1995,CHANTAL,1995/7/21 12:00,51.4,-37
1995193N17305,1995,CHANTAL,1995/7/21 18:00,53,-31
1995193N17305,1995,CHANTAL,1995/7/22 0:00,55,-20
1995210N26273,1995,DEAN,1995/7/28 18:00,26.2,-86.6
1995210N26273,1995,DEAN,1995/7/29 0:00,26.1,-87.3
1995210N26273,1995,DEAN,1995/7/29 6:00,26.2,-87.9
1995210N26273,1995,DEAN,1995/7/29 12:00,26.3,-88.3
1995210N26273,1995,DEAN,1995/7/29 18:00,26.5,-89.4
1995210N26273,1995,DEAN,1995/7/30 0:00,26.9,-90.6
1995210N26273,1995,DEAN,1995/7/30 6:00,27.6,-91.7
1995210N26273,1995,DEAN,1995/7/30 12:00,28.1,-93
1995210N26273,1995,DEAN,1995/7/30 18:00,28.6,-94
1995210N26273,1995,DEAN,1995/7/31 0:00,29,-95
1995210N26273,1995,DEAN,1995/7/31 2:00,29.2,-95.3
1995210N26273,1995,DEAN,1995/7/31 6:00,29.5,-95.5
1995210N26273,1995,DEAN,1995/7/31 12:00,30,-96
1995210N26273,1995,DEAN,1995/7/31 18:00,30.5,-96.5
1995210N26273,1995,DEAN,1995/8/1 0:00,31.5,-97
1995210N26273,1995,DEAN,1995/8/1 6:00,32,-97.5
1995210N26273,1995,DEAN,1995/8/1 12:00,33,-98.5
1995210N26273,1995,DEAN,1995/8/1 18:00,33,-98.5
1995210N26273,1995,DEAN,1995/8/2 0:00,33,-98.5
1995210N26273,1995,DEAN,1995/8/2 6:00,33,-98.5
1995210N26273,1995,DEAN,1995/8/2 12:00,33,-98.5
1995210N26273,1995,DEAN,1995/8/2 18:00,33,-98.5
1995212N22287,1995,ERIN,1995/7/31 0:00,22.3,-73.2
1995212N22287,1995,ERIN,1995/7/31 6:00,22.6,-73.6
1995212N22287,1995,ERIN,1995/7/31 12:00,22.8,-73.9
1995212N22287,1995,ERIN,1995/7/31 18:00,23.2,-74.3
1995212N22287,1995,ERIN,1995/8/1 0:00,23.6,-74.9
1995212N22287,1995,ERIN,1995/8/1 6:00,24.3,-75.7
1995212N22287,1995,ERIN,1995/8/1 12:00,25.5,-76.3
1995212N22287,1995,ERIN,1995/8/1 18:00,26.3,-77.7
1995212N22287,1995,ERIN,1995/8/2 0:00,26.9,-79
1995212N22287,1995,ERIN,1995/8/2 6:00,27.7,-80.4
1995212N22287,1995,ERIN,1995/8/2 6:15,27.7,-80.3
1995212N22287,1995,ERIN,1995/8/2 12:00,28.2,-81.9
1995212N22287,1995,ERIN,1995/8/2 18:00,28.6,-83.4
1995212N22287,1995,ERIN,1995/8/3 0:00,28.8,-84.7
1995212N22287,1995,ERIN,1995/8/3 6:00,29.3,-85.7
1995212N22287,1995,ERIN,1995/8/3 12:00,29.8,-86.6
1995212N22287,1995,ERIN,1995/8/3 13:30,30,-86.8
1995212N22287,1995,ERIN,1995/8/3 16:00,30.3,-87.2
1995212N22287,1995,ERIN,1995/8/3 18:00,30.6,-87.5
1995212N22287,1995,ERIN,1995/8/4 0:00,31.4,-88.5
1995212N22287,1995,ERIN,1995/8/4 6:00,32.3,-89.1
1995212N22287,1995,ERIN,1995/8/4 12:00,33.2,-89.7
1995212N22287,1995,ERIN,1995/8/4 18:00,34.1,-90.2
1995212N22287,1995,ERIN,1995/8/5 0:00,34.8,-90.2
1995212N22287,1995,ERIN,1995/8/5 6:00,35.4,-90.1
1995212N22287,1995,ERIN,1995/8/5 12:00,36.3,-89.8
1995212N22287,1995,ERIN,1995/8/5 18:00,37.5,-88.8
1995212N22287,1995,ERIN,1995/8/6 0:00,38.4,-86.8
1995212N22287,1995,ERIN,1995/8/6 6:00,38.7,-84.9
1995212N22287,1995,ERIN,1995/8/6 12:00,38.8,-82
1995218N20265,1995,UNNAMED,1995/8/5 18:00,20.2,-95.2
1995218N20265,1995,UNNAMED,1995/8/6 0:00,20.5,-95.6
1995218N20265,1995,UNNAMED,1995/8/6 6:00,20.7,-95.9
1995218N20265,1995,UNNAMED,1995/8/6 12:00,20.9,-96.2
1995218N20265,1995,UNNAMED,1995/8/6 18:00,21.2,-96.7
1995218N20265,1995,UNNAMED,1995/8/6 23:00,21.5,-97.4
1995218N20265,1995,UNNAMED,1995/8/7 0:00,21.5,-97.5
1995218N20265,1995,UNNAMED,1995/8/7 6:00,21.7,-98.2
1995218N20265,1995,UNNAMED,1995/8/7 12:00,21.8,-99
1995220N14329,1995,FELIX,1995/8/8 0:00,14.3,-30.8
1995220N14329,1995,FELIX,1995/8/8 6:00,14.7,-32.5
1995220N14329,1995,FELIX,1995/8/8 12:00,15,-34.4
1995220N14329,1995,FELIX,1995/8/8 18:00,15.5,-36.4
1995220N14329,1995,FELIX,1995/8/9 0:00,15.7,-38.3
1995220N14329,1995,FELIX,1995/8/9 6:00,16,-40.2
1995220N14329,1995,FELIX,1995/8/9 12:00,16.2,-41.9
1995220N14329,1995,FELIX,1995/8/9 18:00,16.6,-43.7
1995220N14329,1995,FELIX,1995/8/10 0:00,17,-45.6
1995220N14329,1995,FELIX,1995/8/10 6:00,17.5,-47.4
1995220N14329,1995,FELIX,1995/8/10 12:00,18,-49.1
1995220N14329,1995,FELIX,1995/8/10 18:00,18.4,-50.8
1995220N14329,1995,FELIX,1995/8/11 0:00,18.9,-52.4
1995220N14329,1995,FELIX,1995/8/11 6:00,19.6,-53.9
1995220N14329,1995,FELIX,1995/8/11 12:00,20.4,-55.4
1995220N14329,1995,FELIX,1995/8/11 18:00,21.3,-56.5
1995220N14329,1995,FELIX,1995/8/12 0:00,22.1,-57.8
1995220N14329,1995,FELIX,1995/8/12 6:00,22.9,-59
1995220N14329,1995,FELIX,1995/8/12 12:00,23.6,-60.2
1995220N14329,1995,FELIX,1995/8/12 18:00,24.3,-61
1995220N14329,1995,FELIX,1995/8/13 0:00,25.1,-61.6
1995220N14329,1995,FELIX,1995/8/13 6:00,25.9,-61.9
1995220N14329,1995,FELIX,1995/8/13 12:00,26.6,-62.3
1995220N14329,1995,FELIX,1995/8/13 18:00,27.4,-62.3
1995220N14329,1995,FELIX,1995/8/14 0:00,28.2,-62.5
1995220N14329,1995,FELIX,1995/8/14 6:00,29,-62.9
1995220N14329,1995,FELIX,1995/8/14 12:00,29.9,-63.4
1995220N14329,1995,FELIX,1995/8/14 18:00,30.7,-64.1
1995220N14329,1995,FELIX,1995/8/15 0:00,31.3,-65.1
1995220N14329,1995,FELIX,1995/8/15 6:00,31.9,-66.2
1995220N14329,1995,FELIX,1995/8/15 12:00,32.5,-67.4
1995220N14329,1995,FELIX,1995/8/15 18:00,33.1,-68.8
1995220N14329,1995,FELIX,1995/8/16 0:00,33.5,-70.1
1995220N14329,1995,FELIX,1995/8/16 6:00,34,-71.3
1995220N14329,1995,FELIX,1995/8/16 12:00,34.6,-72.4
1995220N14329,1995,FELIX,1995/8/16 18:00,34.8,-72.7
1995220N14329,1995,FELIX,1995/8/17 0:00,35.3,-72.9
1995220N14329,1995,FELIX,1995/8/17 6:00,35.6,-72.9
1995220N14329,1995,FELIX,1995/8/17 12:00,36.1,-72.7
1995220N14329,1995,FELIX,1995/8/17 18:00,36.5,-72.2
1995220N14329,1995,FELIX,1995/8/18 0:00,36.8,-71.5
1995220N14329,1995,FELIX,1995/8/18 6:00,37.1,-70.7
1995220N14329,1995,FELIX,1995/8/18 12:00,37.1,-69.9
1995220N14329,1995,FELIX,1995/8/18 18:00,36.9,-68.9
1995220N14329,1995,FELIX,1995/8/19 0:00,36.6,-68.1
1995220N14329,1995,FELIX,1995/8/19 6:00,36.1,-67.8
1995220N14329,1995,FELIX,1995/8/19 12:00,35.7,-67.5
1995220N14329,1995,FELIX,1995/8/19 18:00,35.4,-67.4
1995220N14329,1995,FELIX,1995/8/20 0:00,35.1,-67.5
1995220N14329,1995,FELIX,1995/8/20 6:00,35,-67.9
1995220N14329,1995,FELIX,1995/8/20 12:00,35.4,-68.2
1995220N14329,1995,FELIX,1995/8/20 18:00,35.9,-68.3
1995220N14329,1995,FELIX,1995/8/21 0:00,36.6,-67.8
1995220N14329,1995,FELIX,1995/8/21 6:00,37.7,-67
1995220N14329,1995,FELIX,1995/8/21 12:00,39,-66.1
1995220N14329,1995,FELIX,1995/8/21 18:00,40.6,-63.3
1995220N14329,1995,FELIX,1995/8/22 0:00,42.5,-59.8
1995220N14329,1995,FELIX,1995/8/22 6:00,44.5,-55.8
1995220N14329,1995,FELIX,1995/8/22 12:00,46.8,-50.8
1995220N14329,1995,FELIX,1995/8/22 18:00,49,-46
1995220N14329,1995,FELIX,1995/8/23 0:00,50.8,-40.5
1995220N14329,1995,FELIX,1995/8/23 6:00,53.5,-35.5
1995220N14329,1995,FELIX,1995/8/23 12:00,56,-34
1995220N14329,1995,FELIX,1995/8/23 18:00,58,-31
1995220N14329,1995,FELIX,1995/8/24 0:00,59.5,-26
1995220N14329,1995,FELIX,1995/8/24 6:00,60,-20
1995220N14329,1995,FELIX,1995/8/24 12:00,60,-14
1995220N14329,1995,FELIX,1995/8/24 18:00,60,-7.5
1995220N14329,1995,FELIX,1995/8/25 0:00,61.5,-1
1995222N24265,1995,GABRIELLE,1995/8/9 18:00,23.7,-94.8
1995222N24265,1995,GABRIELLE,1995/8/10 0:00,23.7,-95.4
1995222N24265,1995,GABRIELLE,1995/8/10 6:00,23.7,-96.2
1995222N24265,1995,GABRIELLE,1995/8/10 12:00,23.5,-96.5
1995222N24265,1995,GABRIELLE,1995/8/10 18:00,23.1,-96.7
1995222N24265,1995,GABRIELLE,1995/8/11 0:00,23,-96.7
1995222N24265,1995,GABRIELLE,1995/8/11 6:00,23.1,-97
1995222N24265,1995,GABRIELLE,1995/8/11 12:00,23.3,-97.2
1995222N24265,1995,GABRIELLE,1995/8/11 18:00,23.6,-97.5
1995222N24265,1995,GABRIELLE,1995/8/11 20:00,23.7,-97.8
1995222N24265,1995,GABRIELLE,1995/8/12 0:00,23.9,-98.2
1995234N13327,1995,HUMBERTO,1995/8/22 0:00,13.2,-33
1995234N13327,1995,HUMBERTO,1995/8/22 6:00,13.7,-34.3
1995234N13327,1995,HUMBERTO,1995/8/22 12:00,14.2,-35.2
1995234N13327,1995,HUMBERTO,1995/8/22 18:00,14.6,-36.2
1995234N13327,1995,HUMBERTO,1995/8/23 0:00,14.8,-37.3
1995234N13327,1995,HUMBERTO,1995/8/23 6:00,14.9,-38.3
1995234N13327,1995,HUMBERTO,1995/8/23 12:00,15,-39.2
1995234N13327,1995,HUMBERTO,1995/8/23 18:00,15.1,-40.3
1995234N13327,1995,HUMBERTO,1995/8/24 0:00,15.2,-41
1995234N13327,1995,HUMBERTO,1995/8/24 6:00,15.3,-41.9
1995234N13327,1995,HUMBERTO,1995/8/24 12:00,15.4,-42.6
1995234N13327,1995,HUMBERTO,1995/8/24 18:00,15.7,-43.2
1995234N13327,1995,HUMBERTO,1995/8/25 0:00,16.1,-43.8
1995234N13327,1995,HUMBERTO,1995/8/25 6:00,16.7,-44.4
1995234N13327,1995,HUMBERTO,1995/8/25 12:00,17.6,-45.1
1995234N13327,1995,HUMBERTO,1995/8/25 18:00,18.5,-45.9
1995234N13327,1995,HUMBERTO,1995/8/26 0:00,19.4,-46.6
1995234N13327,1995,HUMBERTO,1995/8/26 6:00,20,-47.2
1995234N13327,1995,HUMBERTO,1995/8/26 12:00,20.6,-47.6
1995234N13327,1995,HUMBERTO,1995/8/26 18:00,21.4,-48
1995234N13327,1995,HUMBERTO,1995/8/27 0:00,22.2,-48.2
1995234N13327,1995,HUMBERTO,1995/8/27 6:00,22.9,-48
1995234N13327,1995,HUMBERTO,1995/8/27 12:00,24.1,-48.2
1995234N13327,1995,HUMBERTO,1995/8/27 18:00,25.4,-48.4
1995234N13327,1995,HUMBERTO,1995/8/28 0:00,26.4,-48.6
1995234N13327,1995,HUMBERTO,1995/8/28 6:00,27.1,-48.8
1995234N13327,1995,HUMBERTO,1995/8/28 12:00,27.7,-49.1
1995234N13327,1995,HUMBERTO,1995/8/28 18:00,28.4,-49.3
1995234N13327,1995,HUMBERTO,1995/8/29 0:00,29,-49.4
1995234N13327,1995,HUMBERTO,1995/8/29 6:00,29.5,-49.4
1995234N13327,1995,HUMBERTO,1995/8/29 12:00,30,-49.2
1995234N13327,1995,HUMBERTO,1995/8/29 18:00,30.6,-48.9
1995234N13327,1995,HUMBERTO,1995/8/30 0:00,31.3,-48.3
1995234N13327,1995,HUMBERTO,1995/8/30 6:00,32.8,-47.1
1995234N13327,1995,HUMBERTO,1995/8/30 12:00,34,-45.7
1995234N13327,1995,HUMBERTO,1995/8/30 18:00,35.2,-44
1995234N13327,1995,HUMBERTO,1995/8/31 0:00,36,-41.9
1995234N13327,1995,HUMBERTO,1995/8/31 6:00,37.1,-40
1995234N13327,1995,HUMBERTO,1995/8/31 12:00,38.3,-39
1995234N13327,1995,HUMBERTO,1995/8/31 18:00,39.1,-38.2
1995234N13327,1995,HUMBERTO,1995/9/1 0:00,40,-37
1995235N13311,1995,IRIS,1995/8/22 12:00,13.2,-49.3
1995235N13311,1995,IRIS,1995/8/22 18:00,13.3,-50.6
1995235N13311,1995,IRIS,1995/8/23 0:00,13.7,-51.8
1995235N13311,1995,IRIS,1995/8/23 6:00,14,-52.5
1995235N13311,1995,IRIS,1995/8/23 12:00,14.5,-53
1995235N13311,1995,IRIS,1995/8/23 18:00,15,-53.4
1995235N13311,1995,IRIS,1995/8/24 0:00,15.2,-53.8
1995235N13311,1995,IRIS,1995/8/24 6:00,15,-54.3
1995235N13311,1995,IRIS,1995/8/24 12:00,14.8,-55.1
1995235N13311,1995,IRIS,1995/8/24 18:00,14.6,-56
1995235N13311,1995,IRIS,1995/8/25 0:00,14.5,-56.8
1995235N13311,1995,IRIS,1995/8/25 6:00,14.3,-57.8
1995235N13311,1995,IRIS,1995/8/25 12:00,14.2,-58.8
1995235N13311,1995,IRIS,1995/8/25 18:00,14.2,-59.8
1995235N13311,1995,IRIS,1995/8/26 0:00,14,-60.3
1995235N13311,1995,IRIS,1995/8/26 6:00,14.2,-60.2
1995235N13311,1995,IRIS,1995/8/26 12:00,14.6,-60.5
1995235N13311,1995,IRIS,1995/8/26 18:00,14.9,-61
1995235N13311,1995,IRIS,1995/8/27 0:00,15,-61.2
1995235N13311,1995,IRIS,1995/8/27 6:00,15.6,-61.2
1995235N13311,1995,IRIS,1995/8/27 12:00,16.2,-61.2
1995235N13311,1995,IRIS,1995/8/27 18:00,17,-61.9
1995235N13311,1995,IRIS,1995/8/27 23:00,17.7,-62
1995235N13311,1995,IRIS,1995/8/28 0:00,17.8,-62
1995235N13311,1995,IRIS,1995/8/28 6:00,18.6,-62
1995235N13311,1995,IRIS,1995/8/28 12:00,19.4,-62.1
1995235N13311,1995,IRIS,1995/8/28 18:00,20.4,-62.4
1995235N13311,1995,IRIS,1995/8/29 0:00,21.3,-62.5
1995235N13311,1995,IRIS,1995/8/29 6:00,22,-62.5
1995235N13311,1995,IRIS,1995/8/29 12:00,22.6,-62.5
1995235N13311,1995,IRIS,1995/8/29 18:00,23.1,-62.3
1995235N13311,1995,IRIS,1995/8/30 0:00,23.6,-62.1
1995235N13311,1995,IRIS,1995/8/30 6:00,23.8,-61.8
1995235N13311,1995,IRIS,1995/8/30 12:00,24,-61.4
1995235N13311,1995,IRIS,1995/8/30 18:00,24.2,-60.8
1995235N13311,1995,IRIS,1995/8/31 0:00,24.5,-60.1
1995235N13311,1995,IRIS,1995/8/31 6:00,24.7,-59.6
1995235N13311,1995,IRIS,1995/8/31 12:00,24.9,-59.1
1995235N13311,1995,IRIS,1995/8/31 18:00,25,-58.9
1995235N13311,1995,IRIS,1995/9/1 0:00,25.2,-58.8
1995235N13311,1995,IRIS,1995/9/1 6:00,25.5,-58.8
1995235N13311,1995,IRIS,1995/9/1 12:00,25.6,-59
1995235N13311,1995,IRIS,1995/9/1 18:00,25.7,-59.7
1995235N13311,1995,IRIS,1995/9/2 0:00,26,-60.2
1995235N13311,1995,IRIS,1995/9/2 6:00,26.6,-60.2
1995235N13311,1995,IRIS,1995/9/2 12:00,27.8,-59.9
1995235N13311,1995,IRIS,1995/9/2 18:00,29.1,-59.7
1995235N13311,1995,IRIS,1995/9/3 0:00,31.3,-59
1995235N13311,1995,IRIS,1995/9/3 6:00,34.2,-58.6
1995235N13311,1995,IRIS,1995/9/3 12:00,36.9,-57.5
1995235N13311,1995,IRIS,1995/9/3 18:00,39.2,-55.5
1995235N13311,1995,IRIS,1995/9/4 0:00,41,-52.3
1995235N13311,1995,IRIS,1995/9/4 6:00,43.1,-49.4
1995235N13311,1995,IRIS,1995/9/4 12:00,45,-46
1995235N13311,1995,IRIS,1995/9/4 18:00,47.1,-42
1995235N13311,1995,IRIS,1995/9/5 0:00,48.7,-35.7
1995235N13311,1995,IRIS,1995/9/5 6:00,48.9,-28.1
1995235N13311,1995,IRIS,1995/9/5 12:00,48.6,-25
1995235N13311,1995,IRIS,1995/9/5 18:00,48.5,-21.5
1995235N13311,1995,IRIS,1995/9/6 0:00,48.3,-18
1995235N13311,1995,IRIS,1995/9/6 6:00,48,-14.2
1995235N13311,1995,IRIS,1995/9/6 12:00,48,-12.6
1995235N13311,1995,IRIS,1995/9/6 18:00,48.2,-11.1
1995235N13311,1995,IRIS,1995/9/7 0:00,48.4,-8.7
1995235N13311,1995,IRIS,1995/9/7 6:00,48.9,-6.9
1995235N13311,1995,IRIS,1995/9/7 12:00,49.3,-4.4
1995235N24281,1995,JERRY,1995/8/22 18:00,23.7,-78.7
1995235N24281,1995,JERRY,1995/8/23 0:00,24.2,-78.9
1995235N24281,1995,JERRY,1995/8/23 6:00,25.2,-79.2
1995235N24281,1995,JERRY,1995/8/23 12:00,26.4,-79.7
1995235N24281,1995,JERRY,1995/8/23 18:00,27,-80.2
1995235N24281,1995,JERRY,1995/8/24 0:00,27.3,-80.5
1995235N24281,1995,JERRY,1995/8/24 6:00,27.7,-81.1
1995235N24281,1995,JERRY,1995/8/24 12:00,28.4,-81.8
1995235N24281,1995,JERRY,1995/8/24 18:00,28.8,-82.6
1995235N24281,1995,JERRY,1995/8/25 0:00,29,-82.9
1995235N24281,1995,JERRY,1995/8/25 6:00,29.2,-83.3
1995235N24281,1995,JERRY,1995/8/25 12:00,29.8,-83.3
1995235N24281,1995,JERRY,1995/8/25 18:00,30.4,-83.2
1995235N24281,1995,JERRY,1995/8/26 0:00,30.7,-83.4
1995235N24281,1995,JERRY,1995/8/26 6:00,31.3,-83.7
1995235N24281,1995,JERRY,1995/8/26 12:00,31.8,-83.9
1995235N24281,1995,JERRY,1995/8/26 18:00,32.4,-84
1995235N24281,1995,JERRY,1995/8/27 0:00,33,-84
1995235N24281,1995,JERRY,1995/8/27 6:00,33.5,-83.9
1995235N24281,1995,JERRY,1995/8/27 12:00,33.8,-83.6
1995235N24281,1995,JERRY,1995/8/27 18:00,33.9,-83
1995235N24281,1995,JERRY,1995/8/28 0:00,33.8,-82.4
1995239N15327,1995,KAREN,1995/8/26 12:00,15.4,-32.7
1995239N15327,1995,KAREN,1995/8/26 18:00,15.5,-34
1995239N15327,1995,KAREN,1995/8/27 0:00,15.6,-35.4
1995239N15327,1995,KAREN,1995/8/27 6:00,15.8,-36.7
1995239N15327,1995,KAREN,1995/8/27 12:00,16.1,-38
1995239N15327,1995,KAREN,1995/8/27 18:00,16.3,-39.3
1995239N15327,1995,KAREN,1995/8/28 0:00,16.5,-40.4
1995239N15327,1995,KAREN,1995/8/28 6:00,16.6,-41.5
1995239N15327,1995,KAREN,1995/8/28 12:00,16.9,-42.6
1995239N15327,1995,KAREN,1995/8/28 18:00,17.4,-43.6
1995239N15327,1995,KAREN,1995/8/29 0:00,17.7,-44.6
1995239N15327,1995,KAREN,1995/8/29 6:00,17.8,-45.5
1995239N15327,1995,KAREN,1995/8/29 12:00,18.1,-46.4
1995239N15327,1995,KAREN,1995/8/29 18:00,18.5,-47.3
1995239N15327,1995,KAREN,1995/8/30 0:00,19,-48.2
1995239N15327,1995,KAREN,1995/8/30 6:00,19.2,-49.1
1995239N15327,1995,KAREN,1995/8/30 12:00,19.4,-49.9
1995239N15327,1995,KAREN,1995/8/30 18:00,19.6,-50.6
1995239N15327,1995,KAREN,1995/8/31 0:00,20,-51.1
1995239N15327,1995,KAREN,1995/8/31 6:00,20.3,-51.6
1995239N15327,1995,KAREN,1995/8/31 12:00,20.4,-51.9
1995239N15327,1995,KAREN,1995/8/31 18:00,20.8,-52.1
1995239N15327,1995,KAREN,1995/9/1 0:00,21.6,-52.3
1995239N15327,1995,KAREN,1995/9/1 6:00,22.9,-52.7
1995239N15327,1995,KAREN,1995/9/1 12:00,24.6,-53.3
1995239N15327,1995,KAREN,1995/9/1 18:00,26.6,-54.3
1995239N15327,1995,KAREN,1995/9/2 0:00,28.4,-55.6
1995239N15327,1995,KAREN,1995/9/2 6:00,29.9,-57.1
